virus_name	viral_acc	evidence
Mycobacterium phage ShiVal	NC_028674	RefSeq
Mycobacterium phage Shrimp	KF024734	RefSeq
Mycobacterium phage Sibs6	NC_052463	NCBI Virus, RefSeq
Mycobacterium phage Sigman	KP027209	RefSeq
Mycobacterium phage Silverleaf	NC_055790	NCBI Virus, RefSeq
Mycobacterium phage SimranZ1	NC_051709	NCBI Virus, RefSeq
Mycobacterium phage SirDuracell	NC_041987	RefSeq
Mycobacterium phage SirHarley	JF937107	RefSeq
Mycobacterium phage SirPhilip	NC_051627	NCBI Virus, RefSeq
Mycobacterium phage SiSi	NC_021301	NCBI Virus, RefSeq
Mycobacterium phage SkinnyPete	NC_041882	RefSeq
Mycobacterium phage SkiPole	NC_023748	RefSeq
Mycobacterium phage Smairt	NC_052464	NCBI Virus, RefSeq
Mycobacterium phage Smeadley	NC_028860	NCBI Virus, RefSeq
Mycobacterium phage Snazzy	NC_052465	NCBI Virus, RefSeq
Mycobacterium phage Sneeze	NC_031102	NCBI Virus, RefSeq
Mycobacterium phage Snenia	NC_028778	NCBI Virus, RefSeq
Mycobacterium phage SoilDragon	NC_054760	NCBI Virus, RefSeq
Mycobacterium phage Solon	NC_011267	Literature, RefSeq
Mycobacterium phage Soto	NC_025438	RefSeq
Mycobacterium phage Soul22	NC_051723	NCBI Virus, RefSeq
Mycobacterium phage Sparkdehlily	NC_028654	NCBI Virus, RefSeq
Mycobacterium phage Spartacus	NC_041986	RefSeq
Mycobacterium phage Spike509	KP017311	NCBI Virus, RefSeq
Mycobacterium phage SpikeBT	NC_052466	NCBI Virus, RefSeq
Mycobacterium phage Spoonbill	NC_051711	NCBI Virus, RefSeq
Mycobacterium phage Spud	NC_011270	Literature
Mycobacterium phage StAnnes	NC_051712	NCBI Virus, RefSeq
Mycobacterium phage Stasia	NC_054794	NCBI Virus, RefSeq
Mycobacterium phage Steamy	NC_054787	NCBI Virus, RefSeq
Mycobacterium phage Steamy	NC_054787	RefSeq
Mycobacterium phage Stinger	NC_023741	RefSeq
Mycobacterium phage STLscum	NC_052467	NCBI Virus, RefSeq
Mycobacterium phage Suffolk	NC_023563	RefSeq
Mycobacterium phage Sumter	NC_052468	NCBI Virus, RefSeq
Mycobacterium phage SuperGrey	NC_051713	NCBI Virus, RefSeq
Mycobacterium phage SwagPigglett	NC_051714	NCBI Virus, RefSeq
Mycobacterium phage SweetiePie	NC_029043	NCBI Virus, RefSeq
Mycobacterium phage Swirley	NC_028912	NCBI Virus, RefSeq
Mycobacterium phage Swish	NC_028658	RefSeq
Mycobacterium phage Switzer	NC_041985	RefSeq
Mycobacterium phage SWU1	NC_017973	RefSeq
Mycobacterium phage SWU2	NC_054788	NCBI Virus, RefSeq
Mycobacterium phage Taheera	NC_054440	NCBI Virus, RefSeq
Mycobacterium phage Taj	NC_025433	RefSeq
Mycobacterium phage TallGrassMM	JN699010	NCBI Virus, RefSeq
Mycobacterium phage Tapioca	NC_054455	NCBI Virus, RefSeq
Mycobacterium phage Taquito	NC_051591	NCBI Virus, RefSeq
Mycobacterium phage Tasp14	NC_028784	NCBI Virus, RefSeq
Mycobacterium phage Taurus	KP027202	NCBI Virus, RefSeq
Mycobacterium phage TChen	NC_048705	RefSeq
Mycobacterium phage TDanisky	NC_051715	NCBI Virus, RefSeq
Mycobacterium phage Theia	NC_028960	NCBI Virus, RefSeq
Mycobacterium phage TheloniousMonk	NC_028828	NCBI Virus, RefSeq
Mycobacterium phage ThetaBob	NC_048788	RefSeq
Mycobacterium phage Thibault	NC_023738	RefSeq
Mycobacterium phage Thonko	NC_051580	NCBI Virus, RefSeq
Mycobacterium phage Thor	KP027204	NCBI Virus, RefSeq
Mycobacterium phage Thora	JF957056	RefSeq
Mycobacterium phage ThreeOh3D2	JN699009	RefSeq
Mycobacterium phage ThulaThula	NC_051738	NCBI Virus, RefSeq
Mycobacterium phage Thyatira	NC_051597	NCBI Virus, RefSeq
Mycobacterium phage Thyatira	NC_051597	RefSeq
Mycobacterium phage Tiger	NC_041984	RefSeq
Mycobacterium phage Timshel	NC_041983	RefSeq
Mycobacterium phage TiroTheta9	JN561150	RefSeq
Mycobacterium phage TM4	NC_003387	RefSeq
Mycobacterium phage TM4	NC_003387	RefSeq
Mycobacterium phage Tonenili	NC_031080	NCBI Virus, RefSeq
Mycobacterium phage Tortellini	NC_041888	RefSeq
Mycobacterium phage Toto	NC_028906	RefSeq
Mycobacterium phage Tourach	NC_053509	NCBI Virus, RefSeq
Mycobacterium phage Traft412	NC_052469	NCBI Virus, RefSeq
Mycobacterium phage Treddle	KP027203	NCBI Virus, RefSeq
Mycobacterium phage Trike	NC_026591	NCBI Virus, RefSeq
Mycobacterium phage Trixie	NC_023731	RefSeq
Mycobacterium phage Troll4	NC_011285	Literature, RefSeq
Mycobacterium phage Trouble	NC_022062	RefSeq
Mycobacterium phage Turbido	NC_023707	RefSeq
Mycobacterium phage Turj99	NC_028941	NCBI Virus, RefSeq
Mycobacterium phage Tweety	NC_009820	RefSeq
Mycobacterium phage Twister	NC_041982	RefSeq
Mycobacterium phage Typha	NC_054393	NCBI Virus, RefSeq
Mycobacterium phage U2	NC_009877	Literature
Mycobacterium phage UncleHowie	NC_027985	RefSeq
Mycobacterium phage Unicorn	NC_051599	NCBI Virus, RefSeq
Mycobacterium phage Urkel	NC_051628	NCBI Virus, RefSeq
Mycobacterium phage Validus	NC_023498	NCBI Virus, RefSeq
Mycobacterium phage Velveteen	NC_022060	NCBI Virus, RefSeq
Mycobacterium phage Veracruz	NC_054770	NCBI Virus, RefSeq
Mycobacterium phage Veteran	NC_051716	NCBI Virus, RefSeq
Mycobacterium phage Vincenzo	NC_028934	RefSeq
Mycobacterium phage Violet	NC_023695	RefSeq
Mycobacterium phage Vista	NC_023727	RefSeq
Mycobacterium phage Vivaldi	KM347890	RefSeq
Mycobacterium phage VohminGhazi	NC_029077	NCBI Virus, RefSeq
Mycobacterium phage Vortex	NC_028801	NCBI Virus, RefSeq
Mycobacterium phage Wachhund	NC_051717	NCBI Virus, RefSeq
Mycobacterium phage Wally	JN699625	RefSeq
Mycobacterium phage Wanda	NC_022067	NCBI Virus, RefSeq
Mycobacterium phage Wee	NC_014901	RefSeq
Mycobacterium phage Wee	NC_014901	RefSeq
Mycobacterium phage Wheeler	NC_022070	NCBI Virus, RefSeq
Mycobacterium phage Whirlwind	NC_022052	RefSeq
Mycobacterium phage Whouxphf	NC_051718	NCBI Virus, RefSeq
Mycobacterium phage Wile	NC_023709	NCBI Virus, RefSeq
Mycobacterium phage Willis	KJ595575	RefSeq
Mycobacterium phage Willsammy	NC_051727	NCBI Virus, RefSeq
Mycobacterium phage WillSterrel	NC_051719	NCBI Virus, RefSeq
Mycobacterium phage Winky	KC661276	RefSeq
Mycobacterium phage WIVsmall	NC_021334	NCBI Virus, RefSeq
Mycobacterium phage Wizard007	NC_054798	NCBI Virus, RefSeq
Mycobacterium phage Xavia	NC_051740	NCBI Virus, RefSeq
Mycobacterium phage Xeno	NC_031243	RefSeq
Mycobacterium phage XFactor	NC_028910	NCBI Virus, RefSeq
Mycobacterium phage Ximenita	NC_051603	NCBI Virus, RefSeq
Mycobacterium phage Xula	NC_055815	NCBI Virus, RefSeq
Mycobacterium phage Yecey3	NC_054783	NCBI Virus, RefSeq
Mycobacterium phage Yoshand	JF937109	RefSeq
Mycobacterium phage Yuna	NC_051629	NCBI Virus, RefSeq
Mycobacterium phage YungJamal	KJ829260	NCBI Virus, RefSeq
Mycobacterium phage Yunkel11	NC_051630	NCBI Virus, RefSeq
Mycobacterium phage Zaka	NC_022985	NCBI Virus, RefSeq
Mycobacterium phage Zapner	NC_051724	NCBI Virus, RefSeq
Mycobacterium phage Zavala	NC_051631	NCBI Virus, RefSeq
Mycobacterium phage Zemanar	NC_042035	RefSeq
Mycobacterium phage Zerg	NC_051720	NCBI Virus, RefSeq
Mycobacterium phage Zetzy	NC_054761	NCBI Virus, RefSeq
Mycobacterium phage ZoeJ	NC_024147	NCBI Virus, RefSeq
Mycobacterium phage Zolita	NC_054776	NCBI Virus, RefSeq
Mycobacterium phage Zonia	KM363597	RefSeq
Mycobacterium virus 244	DQ398041	Literature
Mycobacterium virus Acadian	JN699007	Literature, NCBI Virus, RefSeq
Mycobacterium virus Alma	JN699005	Literature, NCBI Virus, RefSeq
Mycobacterium virus Angelica	HM152764	Literature, NCBI Virus, RefSeq
Mycobacterium virus Arturo	JX307702	Literature, NCBI Virus, RefSeq
Mycobacterium virus Astro	JX015524	Literature, NCBI Virus, RefSeq
Mycobacterium virus Avani	JQ809702	Literature, NCBI Virus, RefSeq
Mycobacterium virus Babsiella	JN699001	Literature, NCBI Virus, RefSeq
Mycobacterium virus Baka	JF937090	Literature, NCBI Virus, RefSeq
Mycobacterium virus Bask21	JF937091	Literature, NCBI Virus, RefSeq
Mycobacterium virus BBPiebs31	JF957057	Literature, NCBI Virus, RefSeq
Mycobacterium virus Benedict	JN083852	Literature, NCBI Virus, RefSeq
Mycobacterium virus Bethlehem	AY500153	Literature
Mycobacterium virus Billknuckles	JN699000	Literature, NCBI Virus, RefSeq
Mycobacterium virus Bron	NC_014461	NCBI Virus, RefSeq
Mycobacterium virus Brujita	FJ168659	Literature, NCBI Virus, RefSeq
Mycobacterium virus Bruns	JN698998	Literature, NCBI Virus, RefSeq
Mycobacterium virus Bxb1	AF271693	Literature
Mycobacterium virus Bxz2	NC_004682	Literature
Mycobacterium virus Che12	NC_008203	RefSeq
Mycobacterium virus Che12	NC_008203	Literature
Mycobacterium virus Che8	NC_004680	RefSeq
Mycobacterium virus Che9c	NC_004683	RefSeq
Mycobacterium virus CJW1	NC_004681	RefSeq
Mycobacterium virus Corndog	NC_004685	RefSeq
Mycobacterium virus Corndog	NC_004685	UniProt
Mycobacterium virus Courthouse	NC_023690	NCBI Virus, RefSeq
Mycobacterium virus CrimD	NC_014459	NCBI Virus, RefSeq
Mycobacterium virus Cuco	NC_042333	NCBI Virus, RefSeq
Mycobacterium virus D29	AF022214	Literature, NCBI Virus, RefSeq
Mycobacterium virus DeadP	NC_023728	NCBI Virus, RefSeq
Mycobacterium virus Dlane	NC_042317	NCBI Virus, RefSeq
Mycobacterium virus Doom	NC_023704	NCBI Virus, RefSeq
Mycobacterium virus Dorothy	NC_041855	NCBI Virus, RefSeq
Mycobacterium virus DotProduct	NC_042336	NCBI Virus, RefSeq
Mycobacterium virus Drago	NC_023721	NCBI Virus, RefSeq
Mycobacterium virus Ericb	NC_042330	NCBI Virus, RefSeq
Mycobacterium virus Euphoria	NC_023726	NCBI Virus, RefSeq
Mycobacterium virus Eureka	NC_041850	NCBI Virus, RefSeq
Mycobacterium virus Faith1	NC_015584	NCBI Virus, RefSeq
Mycobacterium virus Fionnbarth	NC_027365	NCBI Virus, RefSeq
Mycobacterium virus Firecracker	NC_023712	NCBI Virus, RefSeq
Mycobacterium virus Fruitloop	NC_011288	NCBI Virus, RefSeq
Mycobacterium virus George	NC_042312	NCBI Virus, RefSeq
Mycobacterium virus Gladiator	NC_042309	NCBI Virus, RefSeq
Mycobacterium virus Goose	NC_042340	NCBI Virus, RefSeq
Mycobacterium virus GUmbie	NC_023746	NCBI Virus, RefSeq
Mycobacterium virus Hammer	NC_042318	NCBI Virus, RefSeq
Mycobacterium virus Heldan	NC_042328	NCBI Virus, RefSeq
Mycobacterium virus Ibhubesi	NC_042319	NCBI Virus, RefSeq
Mycobacterium virus Jasper	NC_011020	Literature
Mycobacterium virus JAWS	NC_042332	NCBI Virus, RefSeq
Mycobacterium virus JC27	NC_042320	NCBI Virus, RefSeq
Mycobacterium virus Jeffabunny	NC_042334	NCBI Virus, RefSeq
Mycobacterium virus JHC117	NC_042310	NCBI Virus, RefSeq
Mycobacterium virus JoeDirt	NC_042313	NCBI Virus, RefSeq
Mycobacterium virus KBG	NC_011019	Literature
Mycobacterium virus Kostya	NC_011056	Literature
Mycobacterium virus Kssjeb	NC_042326	NCBI Virus, RefSeq
Mycobacterium virus Kugel	NC_023702	NCBI Virus, RefSeq
Mycobacterium virus Larva	NC_023724	NCBI Virus, RefSeq
Mycobacterium virus Lesedi	NC_042321	NCBI Virus, RefSeq
Mycobacterium virus LHTSCC	NC_023745	NCBI Virus, RefSeq
Mycobacterium virus Liefie	NC_023705	NCBI Virus, RefSeq
Mycobacterium virus Littlee	NC_042322	NCBI Virus, RefSeq
Mycobacterium virus lockley	NC_011021	Literature
Mycobacterium virus MacnCheese	NC_042338	NCBI Virus, RefSeq
Mycobacterium virus Marcell	NC_041853	NCBI Virus, RefSeq
Mycobacterium virus Microwolf	NC_042311	NCBI Virus, RefSeq
Mycobacterium virus Mozy	NC_042323	NCBI Virus, RefSeq
Mycobacterium virus Mrgordo	NC_042329	NCBI Virus, RefSeq
Mycobacterium virus Museum	NC_042324	NCBI Virus, RefSeq
Mycobacterium virus Mutaforma13	NC_041847	NCBI Virus, RefSeq
Mycobacterium virus Nepal	NC_041852	NCBI Virus, RefSeq
Mycobacterium virus Omega	NC_004688	RefSeq, UniProt
Mycobacterium virus Optimus	NC_041844	NCBI Virus, RefSeq
Mycobacterium virus Pacc40	NC_011287	NCBI Virus, RefSeq
Mycobacterium virus Packman	NC_042314	NCBI Virus, RefSeq
Mycobacterium virus Peaches	NC_013694	NCBI Virus, RefSeq
Mycobacterium virus Perseus	NC_023720	NCBI Virus, RefSeq
Mycobacterium virus Pixie	NC_042325	NCBI Virus, RefSeq
Mycobacterium virus PMC	NC_008205	RefSeq
Mycobacterium virus Porky	NC_011055	Literature
Mycobacterium virus Pukovnik	NC_011023	Literature
Mycobacterium virus Pumpkin	NC_042027	NCBI Virus, RefSeq
Mycobacterium virus Ramsey	NC_011289	NCBI Virus, RefSeq
Mycobacterium virus Rebeuca	NC_042341	NCBI Virus, RefSeq
Mycobacterium virus RockyHorror	NC_042315	NCBI Virus, RefSeq
Mycobacterium virus Rumpelstiltskin	NC_023732	NCBI Virus, RefSeq
Mycobacterium virus Saintus	NC_042335	NCBI Virus, RefSeq
Mycobacterium virus SG4	NC_023699	NCBI Virus, RefSeq
Mycobacterium virus TA17a	NC_043767	NCBI Virus, RefSeq
Mycobacterium virus Yoshi	NC_042030	NCBI Virus, RefSeq
Mycoplasma phage MAV1	NC_001942	NCBI Virus, RefSeq
Mycoplasma virus P1	NC_002515	Literature, NCBI Virus
Myxococcus phage Mx8	NC_003085	Literature, RefSeq
Natrialba phage PhiCh1	NC_004084, NC_054954	RefSeq
Natrialba phage PhiCh1	NC_004084, NC_054954	RefSeq
Nitratiruptor phage NrS-1	AB746912	NCBI Virus, RefSeq
Nitrososphaera phage Pro-Nvie1	FR725450	NCBI Virus, RefSeq
Nocardia phage NBR1	NC_016569	NCBI Virus, RefSeq
Nodularia phage vB_NpeS-2AV2	NC_048637	Literature
Nodularia phage vB_NspS-kac65v151	NC_048756	RefSeq
Nodularia phage vB_NspS-kac68v161	NC_048757	RefSeq
Oenococcus phage phi9805	NC_023559	Literature
Oenococcus phage phiS11	NC_023571	RefSeq
Oenococcus phage phiS13	NC_023560	RefSeq
Paenibacillus phage BN12	NC_048688	NCBI Virus, RefSeq
Paenibacillus phage C7Cdelta	NC_055028	RefSeq
Paenibacillus phage Diva	NC_028788	Literature, RefSeq
Paenibacillus phage Dragolir	NC_054984	RefSeq
Paenibacillus phage Eltigre	NC_048717	RefSeq
Paenibacillus phage Fern	NC_028851	RefSeq
Paenibacillus phage Halcyone	NC_055029	RefSeq
Paenibacillus phage Harrison	NC_028746	RefSeq
Paenibacillus phage HB10c2	NC_028758	RefSeq
Paenibacillus phage Jacopo	NC_048718	RefSeq
Paenibacillus phage Kawika	NC_048715	RefSeq
Paenibacillus phage Leyra	NC_048692	RefSeq
Paenibacillus phage Likha	NC_048693	RefSeq
Paenibacillus phage Lucielle	NC_048716	RefSeq
Paenibacillus phage Pagassa	NC_048690	RefSeq
Paenibacillus phage PBL1c	NC_048689	RefSeq
Paenibacillus phage PG1	NC_021558	NCBI Virus, RefSeq
Paenibacillus phage phiIBB_P123	NC_021865	RefSeq
Paenibacillus phage Rani	NC_029084	RefSeq
Paenibacillus phage Scottie	NC_055030	RefSeq
Paenibacillus phage Shelly	NC_041909	RefSeq
Paenibacillus phage Sitara	NC_028854	Literature, RefSeq
Paenibacillus phage Tadhana	NC_048691	RefSeq
Paenibacillus phage Tripp	NC_028930	RefSeq
Paenibacillus phage Unity	NC_055031	RefSeq
Paenibacillus phage Vegas	NC_028767	RefSeq
Paenibacillus phage Wanderer	NC_054985	RefSeq
Paenibacillus phage Willow	NC_041867	NCBI Virus, RefSeq
Paenibacillus phage Xenia	NC_028837	NCBI Virus, RefSeq
Paenibacillus phage Yyerffej	NC_048714	RefSeq
Pantoea phage LIMElight	NC_019454	RefSeq
Pantoea phage LIMEzero	NC_015585	RefSeq
Pantoea phage vB_PagM_AAM37	NC_048766	RefSeq
Pantoea phage vB_PagM_LIET2	NC_048751	RefSeq
Pantoea phage vB_PagM_PSKM	NC_048767	RefSeq
Pantoea phage vB_PagM_SSEM1	NC_048875	RefSeq
Pantoea phage vB_PagS_AAS23	NC_048137	RefSeq
Pantoea phage vB_PagS_Vid5	NC_042120	RefSeq
Parabacteroides phage YZ-2015a	NC_029012	NCBI Virus, RefSeq
Parabacteroides phage YZ-2015b	NC_029014	NCBI Virus, RefSeq
Paracoccus phage vB_PmaS-R3	NC_026608	NCBI Virus, RefSeq
Pasteurella phage PHB01	NC_047832	RefSeq
Pasteurella phage vB_PmuP_PHB02	NC_047831	RefSeq
Pasteurella virus F108	NC_008193	NCBI Virus, RefSeq
Pectinobacterium phage PEAT2	NC_044940	Literature
Pectinobacterium phage vB_PcaM_CBB	NC_041878	RefSeq
Pectobacterium phage Arno160	NC_048111	RefSeq
Pectobacterium phage Clickz	NC_048116	RefSeq
Pectobacterium phage Gaspode	NC_048056	RefSeq
Pectobacterium phage Jarilo	NC_047963	RefSeq
Pectobacterium phage Khlen	NC_048117	RefSeq
Pectobacterium phage Koot	NC_048118	RefSeq
Pectobacterium phage Lelidair	NC_048058	RefSeq
Pectobacterium phage MA11	NC_053014	NCBI Virus, RefSeq
Pectobacterium phage MA12	NC_053015	NCBI Virus, RefSeq
Pectobacterium phage My1	NC_018837	Literature
Pectobacterium phage Nepra	NC_048704	RefSeq
Pectobacterium phage Nobby	NC_048061	RefSeq
Pectobacterium phage Peat1	NC_029081	RefSeq
Pectobacterium phage phiA41	NC_048659	RefSeq
Pectobacterium phage PhiM1	NC_041854	RefSeq
Pectobacterium phage phiTE	NC_020201	RefSeq
Pectobacterium phage Phoria	NC_048119	RefSeq
Pectobacterium phage PM1	NC_023865	RefSeq
Pectobacterium phage PP1	NC_019542	Literature
Pectobacterium phage PP101	NC_047791	RefSeq
Pectobacterium phage PP16	NC_031068	RefSeq
Pectobacterium phage PP2	NC_047778	RefSeq
Pectobacterium phage PP47	NC_047801	RefSeq
Pectobacterium phage PP74	NC_047789	RefSeq
Pectobacterium phage PP81	NC_047797	RefSeq
Pectobacterium phage PP90	NC_031096	RefSeq
Pectobacterium phage PP99	NC_047802	RefSeq
Pectobacterium phage PPWS1	NC_047758	RefSeq
Pectobacterium phage vB_PatP_CB1	NC_048653	RefSeq
Pectobacterium phage vB_PatP_CB4	NC_048654	RefSeq
Pectobacterium phage vB_PatP_CB5	NC_042131	RefSeq
Pectobacterium phage Zenivior	NC_048120	RefSeq
Pectobacterium phage ZF40	NC_019522	NCBI Virus, RefSeq
Pelagibacter phage HTVC008M	NC_020484	NCBI Virus, RefSeq
Pelagibacter phage HTVC010P	NC_020481	NCBI Virus, RefSeq
Pelagibacter phage HTVC011P	NC_020482	RefSeq
Pelagibacter phage HTVC019P	NC_020483	RefSeq
Phage Gifsy-1	NC_010392	NCBI Virus, RefSeq
Phage Gifsy-2	NC_010393	NCBI Virus, RefSeq
Phage NBEco001	NC_048853	Literature
Phage NBSal003	NC_048856	Literature
Phage NBSal005	NC_048857	Literature
Photobacterium phage PDCC-1	NC_048821	RefSeq
Planktothrix phage PaV-LD	NC_016564	NCBI Virus, RefSeq
Prochlorococcus phage P-GSP1	NC_020878	RefSeq
Prochlorococcus phage P-HM1	NC_015280	NCBI Virus, RefSeq
Prochlorococcus phage P-HM2	NC_015284	NCBI Virus, RefSeq
Prochlorococcus phage P-RSM4	NC_015283	NCBI Virus, RefSeq
Prochlorococcus phage P-SSM4	NC_006884	RefSeq
Prochlorococcus phage P-SSM5	HQ632825	RefSeq
Prochlorococcus phage P-SSP3	NC_020874	RefSeq
Prochlorococcus phage P-SSP6	HQ634152	NCBI Virus, RefSeq
Prochlorococcus phage Syn33	NC_015285	RefSeq
Propionibacterium phage Anatole	NC_041890	RefSeq
Propionibacterium phage ATCC29399B_C	NC_018851	RefSeq
Propionibacterium phage ATCC29399B_T	NC_018847	RefSeq
Propionibacterium phage Attacne	NC_027629	RefSeq
Propionibacterium phage B22	NC_041891	RefSeq
Propionibacterium phage B3	NC_041892	RefSeq
Propionibacterium phage B5	NC_003460	RefSeq
Propionibacterium phage BruceLethal	NC_031084	NCBI Virus, RefSeq
Propionibacterium phage Doucette	NC_041893	RefSeq
Propionibacterium phage E6	NC_041894	RefSeq
Propionibacterium phage Enoki	NC_031119	NCBI Virus, RefSeq
Propionibacterium phage G4	NC_041895	RefSeq
Propionibacterium phage Keiki	NC_041954	RefSeq
Propionibacterium phage Kubed	NC_027625	RefSeq
Propionibacterium phage Lauchelly	NC_027628	RefSeq
Propionibacterium phage Moyashi	NC_031003	NCBI Virus, RefSeq
Propionibacterium phage MrAK	NC_027620	RefSeq
Propionibacterium phage Ouroboros	NC_027630	RefSeq
Propionibacterium phage P1.1	NC_018842	RefSeq
Propionibacterium phage P100D	NC_018852	RefSeq
Propionibacterium phage P100_1	NC_018840	RefSeq
Propionibacterium phage P100_A	NC_018838	RefSeq
Propionibacterium phage P101A	NC_018841	RefSeq
Propionibacterium phage P104A	NC_018845	RefSeq
Propionibacterium phage P105	NC_018849	RefSeq
Propionibacterium phage P14	NC_018839	RefSeq
Propionibacterium phage P9.1	NC_018834	RefSeq
Propionibacterium phage PA1-14	NC_028694	NCBI Virus, RefSeq
Propionibacterium phage PA6	NC_009541	RefSeq
Propionibacterium phage PAC1	NC_028967	NCBI Virus, RefSeq
Propionibacterium phage Pacnes 2012-15	NC_027371	RefSeq
Propionibacterium phage PAD20	NC_015454	Literature
Propionibacterium phage PAS50	NC_015453	Literature
Propionibacterium phage PFR1	NC_031076	RefSeq
Propionibacterium phage PFR2	NC_031108	NCBI Virus, RefSeq
Propionibacterium phage PHL009M11	NC_027336	RefSeq
Propionibacterium phage PHL010M04	NC_022336	NCBI Virus, RefSeq
Propionibacterium phage PHL025M00	NC_027357	RefSeq
Propionibacterium phage PHL030N00	NC_027373	NCBI Virus, RefSeq
Propionibacterium phage PHL037M02	NC_022339	RefSeq
Propionibacterium phage PHL041M10	NC_027391	RefSeq
Propionibacterium phage PHL055N00	NC_027400	NCBI Virus, RefSeq
Propionibacterium phage PHL060L00	NC_022338	RefSeq
Propionibacterium phage PHL064M01	KJ578763	NCBI Virus, RefSeq
Propionibacterium phage PHL064M02	KJ578764	NCBI Virus, RefSeq
Propionibacterium phage PHL066M04	JX570711	NCBI Virus, RefSeq
Propionibacterium phage PHL067M01	NC_027380	RefSeq
Propionibacterium phage PHL067M09	KJ578766	NCBI Virus, RefSeq
Propionibacterium phage PHL067M10	NC_022335	NCBI Virus, RefSeq
Propionibacterium phage PHL070N00	NC_027333	RefSeq
Propionibacterium phage PHL071N05	NC_022337	RefSeq
Propionibacterium phage PHL073M02	JX570703	NCBI Virus, RefSeq
Propionibacterium phage PHL082M00	NC_027359	NCBI Virus, RefSeq
Propionibacterium phage PHL082M02	KJ578769	NCBI Virus, RefSeq
Propionibacterium phage PHL082M03	NC_041955	RefSeq
Propionibacterium phage PHL082M04	KJ578771	NCBI Virus, RefSeq
Propionibacterium phage PHL085M01	JX570707	NCBI Virus, RefSeq
Propionibacterium phage PHL085N00	NC_027361	NCBI Virus, RefSeq
Propionibacterium phage PHL092M00	NC_027385	RefSeq
Propionibacterium phage PHL095N00	NC_027401	RefSeq
Propionibacterium phage PHL111M01	NC_022342	RefSeq
Propionibacterium phage PHL112N00	NC_022334	RefSeq
Propionibacterium phage PHL113M01	NC_022341	RefSeq
Propionibacterium phage PHL114L00	NC_022340	RefSeq
Propionibacterium phage PHL114N00	KJ578775	RefSeq
Propionibacterium phage PHL115M02	JX570708	NCBI Virus, RefSeq
Propionibacterium phage PHL116M00	NC_027362	RefSeq
Propionibacterium phage PHL116M10	KJ578777	NCBI Virus, RefSeq
Propionibacterium phage PHL117M00	NC_027403	RefSeq
Propionibacterium phage PHL117M01	NC_041956	RefSeq
Propionibacterium phage PHL132N00	NC_027367	RefSeq
Propionibacterium phage PHL141N00	NC_027389	RefSeq
Propionibacterium phage PHL150M00	NC_027294	NCBI Virus, RefSeq
Propionibacterium phage PHL151M00	NC_027347	RefSeq
Propionibacterium phage PHL151N00	NC_041957	RefSeq
Propionibacterium phage PHL152M00	NC_027386	RefSeq
Propionibacterium phage PHL163M00	NC_027405	RefSeq
Propionibacterium phage PHL171M01	NC_027346	RefSeq
Propionibacterium phage PHL179M00	NC_027370	RefSeq
Propionibacterium phage PHL194M00	NC_027392	RefSeq
Propionibacterium phage PHL199M00	NC_027295	RefSeq
Propionibacterium phage PHL301M00	NC_027354	RefSeq
Propionibacterium phage PHL308M00	NC_027376	RefSeq
Propionibacterium phage Pirate	NC_027623	RefSeq
Propionibacterium phage Procrass1	NC_027626	RefSeq
