virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Mycobacterium phage Galactic	NC_051661	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gandalph	NC_051662	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gardann	NC_031124	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Gengar	NC_031035	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Georgie2	NC_054810	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Geralt	NC_055730	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Giles	NC_009993	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Girr	NC_051663	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gizmo	NC_021346	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Godines	NC_042050	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Godines	NC_042050	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Goku	NC_022085	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gomashi	KM923970	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gorge	NC_051664	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Graduation	NC_022979	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage GreaseLightnin	NC_051731	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Grizzly	NC_054442	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Gumball	NC_011290	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Guo1	KJ725374	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage GuuelaD	NC_053508	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gyarad	JX649099	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hades	NC_026595	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hamulus	NC_022056	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage HanShotFirst	NC_022975	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Harley	NC_051665	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage HarryOW	NC_052432	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Harvey	JF937095	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hawkeye	NC_024209	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Heath	NC_055860	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Heathcliff	KJ194584	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hedgerow	JN698991	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Heffalump	NC_054811	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hegedechwinu	NC_051666	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Henry	JF937096	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Henu3	NC_051589	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Henu3 PeY-2017	NC_051667	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hertubise	JF937097	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage HH92	KJ538722	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage HINdeR	NC_021308	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Hlubikazi	NC_051668	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Hope	GQ303261	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
