host_name	host_taxid	host_tax_rank	host_lineage	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Mycoplasma arthritidis	2111	species	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma	Mycoplasma arthritidis	['GCF_900660715.1']	GCF_900660715.1	Represent	Complete Genome	2111	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma arthritidis;t__
Mycoplasmopsis pulmonis	2107	species	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasmopsis	Mycoplasmopsis pulmonis	['GCF_900660575.1']	GCF_900660575.1	Represent	Complete Genome	2107	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis pulmonis;t__
Myxococcus xanthus	34	species	Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus	Myxococcus xanthus	['GCF_000012685.1']	GCF_000012685.1	Represent	Complete Genome	34	species	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus;t__
Natrialba magadii	13769	species	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Natrialbales; Natrialbaceae; Natrialba	Natrialba magadii	['GCF_000025625.1']	GCF_000025625.1	Represent	Complete Genome	13769	species	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrialba;s__Natrialba magadii;t__
Natrialba magadii ATCC 43099	547559	strain	Archaea; Euryarchaeota; Stenosarchaea group; Halobacteria; Natrialbales; Natrialbaceae; Natrialba; Natrialba magadii	Natrialba magadii ATCC 43099	['GCF_000025625.1']	GCF_000025625.1	Represent	Complete Genome	547559	strain	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrialba;s__Natrialba magadii;t__Natrialba magadii ATCC 43099
Nitratiruptor sp. SB155-2	387092	species	Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Nautiliales; Nitratiruptoraceae; Nitratiruptor	Nitratiruptor sp. SB155-2	['GCF_000010325.1']	GCF_000010325.1	Unreference	Complete Genome	387092	species	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Nautiliales;f__Nitratiruptoraceae;g__Nitratiruptor;s__Nitratiruptor sp. SB155-2;t__
Nitrosopumilus sp.	2024843	species	Archaea; TACK group; Thaumarchaeota; Nitrosopumilales; Nitrosopumilaceae; Nitrosopumilus	Nitrosopumilus sp.	['GCA_014075315.1']	GCA_014075315.1	Unreference	Chromosome	2024843	species	k__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp.;t__
Nitrososphaera viennensis EN76	926571	strain	Archaea; TACK group; Thaumarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrososphaera; Nitrososphaera viennensis	Nitrososphaera viennensis EN76	['GCF_000698785.1']	GCF_000698785.1	Represent	Complete Genome	926571	strain	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis;t__Nitrososphaera viennensis EN76
Nodularia spumigena AV2	2027346	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Aphanizomenonaceae; Nodularia; Nodularia spumigena	Nodularia spumigena	['GCF_003054475.1']	GCF_003054475.1	Represent	Complete Genome	70799	species	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia spumigena;t__
Nodularia spumigena	70799	species	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Aphanizomenonaceae; Nodularia	Nodularia spumigena	['GCF_003054475.1']	GCF_003054475.1	Represent	Complete Genome	70799	species	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia spumigena;t__
Nodularia spumigena kac68	1955803	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Aphanizomenonaceae; Nodularia; Nodularia spumigena	Nodularia spumigena	['GCF_003054475.1']	GCF_003054475.1	Represent	Complete Genome	70799	species	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia spumigena;t__
Paenibacillus glucanolyticus	59843	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	Paenibacillus glucanolyticus	['GCF_001632305.1']	GCF_001632305.1	Represent	Chromosome	59843	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus glucanolyticus;t__
Pantoea agglomerans	549	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea agglomerans group	Pantoea agglomerans	['GCF_019048385.1']	GCF_019048385.1	Represent	Complete Genome	549	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea agglomerans;t__
Parabacteroides distasonis	823	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	Parabacteroides distasonis	['GCF_012273055.1']	GCF_012273055.1	Represent	Chromosome	823	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis;t__
Parabacteroides merdae	46503	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	Parabacteroides merdae	['GCF_020735605.1', 'GCF_020091365.1', 'GCF_018289315.1']	GCF_020735605.1	Unreference	Complete Genome	46503	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae;t__
Paracoccus marcusii	59779	species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus	Paracoccus marcusii	['GCF_019141545.1']	GCF_019141545.1	Represent	Complete Genome	59779	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marcusii;t__
Pasteurella multocida	747	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	Pasteurella multocida	['GCF_000006825.1']	GCF_000006825.1	Represent	Complete Genome	747	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida;t__
Pectobacterium atrosepticum	29471	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium	Pectobacterium atrosepticum	['GCF_000740965.1']	GCF_000740965.1	Represent	Complete Genome	29471	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium atrosepticum;t__
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium; Pectobacterium carotovorum	Pectobacterium carotovorum subsp. carotovorum	['GCF_015277635.1', 'GCF_009931215.1', 'GCF_009931195.1', 'GCF_000294535.1', 'GCF_000023605.1', 'GCF_007833835.1']	GCF_015277635.1	Unreference	Complete Genome	555	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum;t__Pectobacterium carotovorum subsp. carotovorum
Pectobacterium carotovorum	554	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium	Pectobacterium carotovorum	['GCF_013488025.1']	GCF_013488025.1	Represent	Complete Genome	554	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum;t__
Pectobacterium wasabiae	55208	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium	Pectobacterium wasabiae	['GCF_001742185.1']	GCF_001742185.1	Represent	Complete Genome	55208	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae;t__
Pectobacterium atrosepticum SCRI1043	218491	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium; Pectobacterium atrosepticum	Pectobacterium atrosepticum SCRI1043	['GCF_000011605.1']	GCF_000011605.1	Unreference	Complete Genome	218491	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium atrosepticum;t__Pectobacterium atrosepticum SCRI1043
Candidatus Pelagibacter ubique HTCC1062	335992	strain	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	GCF_000012345.1	Represent	Complete Genome	335992	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Candidatus Pelagibacter;s__Candidatus Pelagibacter ubique;t__Candidatus Pelagibacter ubique HTCC1062
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	['GCF_000006945.2']	GCF_000006945.2	Reference	Complete Genome	99287	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
Salmonella enterica	28901	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	Salmonella enterica	['GCF_000006945.2']	GCF_000006945.2	Reference	Complete Genome	28901	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__
Photobacterium damselae subsp. damselae	85581	subspecies	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium; Photobacterium damselae	Photobacterium damselae subsp. damselae	['GCF_021768425.1', 'GCF_021768405.1', 'GCF_021768385.1', 'GCF_021768365.1', 'GCF_021768345.1', 'GCF_021768305.1', 'GCF_021766015.1', 'GCF_021765875.1', 'GCF_001708035.2', 'GCF_014930975.1', 'GCF_004135105.1', 'GCF_002142615.1']	GCF_021768425.1	Unreference	Complete Genome	85581	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium damselae;t__Photobacterium damselae subsp. damselae
Planktothrix agardhii HAB637	598707	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleaceae; Planktothrix; Planktothrix agardhii	Planktothrix agardhii	['GCA_003609755.1', 'GCF_000710505.1']	GCA_003609755.1	Unreference	Complete Genome	1160	species	k__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii;t__
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. pastoris	Prochlorococcus marinus subsp. pastoris str. CCMP1986	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	59919	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus subsp. pastoris str. CCMP1986
Prochlorococcus marinus str. MIT 9303	59922	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9303	['GCF_000015705.1']	GCF_000015705.1	Unreference	Complete Genome	59922	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. MIT 9303
Prochlorococcus marinus	1219	species	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Prochlorococcus	Prochlorococcus marinus	['GCF_000007925.1']	GCF_000007925.1	Represent	Complete Genome	1219	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__
Propionibacterium freudenreichii	1744	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Propionibacterium	Propionibacterium freudenreichii	['GCF_900087655.1']	GCF_900087655.1	Represent	Complete Genome	1744	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium freudenreichii;t__
Cutibacterium acnes	1747	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Cutibacterium	Cutibacterium acnes	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	1747	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes;t__
Proteus penneri	102862	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus	Proteus penneri	['GCF_022369495.1', 'GCF_016028675.1']	GCF_022369495.1	Unreference	Complete Genome	102862	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri;t__
Proteus mirabilis ATCC 29906	525369	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus; Proteus mirabilis	Proteus mirabilis	['GCF_000069965.1']	GCF_000069965.1	Represent	Complete Genome	584	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus mirabilis;t__
Providencia stuartii	588	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	Providencia stuartii	['GCF_016128115.1', 'GCF_010320365.1', 'GCF_010669105.1', 'GCF_008693805.1', 'GCF_002983665.1', 'GCF_002947315.1', 'GCF_001558855.2', 'GCF_001888205.1', 'GCF_001558855.1', 'GCF_000754345.1', 'GCF_000259175.1', 'GCA_018128385.1', 'GCF_000783455.2']	GCF_016128115.1	Unreference	Complete Genome	588	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia stuartii;t__
Providencia rettgeri	587	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	Providencia rettgeri	['GCF_003204135.1']	GCF_003204135.1	Represent	Complete Genome	587	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri;t__
Pseudoalteromonas atlantica	288	species	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas	Pseudoalteromonas atlantica	['GCF_002374815.1', 'GCF_000014225.1']	GCF_002374815.1	Unreference	Complete Genome	288	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas atlantica;t__
Pseudoalteromonas marina	267375	species	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas	Pseudoalteromonas marina	['GCF_002407085.1', 'GCF_000238335.3']	GCF_002407085.1	Unreference	Complete Genome	267375	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina;t__
Pseudoalteromonas marina DSM 17587	1117316	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas; Pseudoalteromonas marina	Pseudoalteromonas marina	['GCF_002407085.1', 'GCF_000238335.3']	GCF_002407085.1	Unreference	Complete Genome	267375	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina;t__
Pseudoalteromonas espejiana	28107	species	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas	Pseudoalteromonas espejiana	['GCF_002221525.1']	GCF_002221525.1	Represent	Complete Genome	28107	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas espejiana;t__
Pseudoalteromonas phenolica	161398	species	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas	Pseudoalteromonas phenolica	['GCF_001444405.1']	GCF_001444405.1	Represent	Complete Genome	161398	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas phenolica;t__
Pseudomonas aeruginosa PAO1	208964	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	Pseudomonas aeruginosa PAO1	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	208964	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__Pseudomonas aeruginosa PAO1
Pseudomonas chlororaphis	587753	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas chlororaphis group	Pseudomonas chlororaphis	['GCF_014524625.1']	GCF_014524625.1	Represent	Complete Genome	587753	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas chlororaphis;t__
Pseudomonas syringae pv. avii	663959	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1	Pseudomonas syringae pv. avii	['GCF_900235835.1']	GCF_900235835.1	Unreference	Complete Genome	663959	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
Pseudomonas syringae	317	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1	Pseudomonas syringae	['GCF_016694755.2']	GCF_016694755.2	Represent	Complete Genome	317	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
Pseudomonas tolaasii	29442	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group	Pseudomonas tolaasii	['GCF_019285655.1', 'GCF_002072675.1']	GCF_019285655.1	Unreference	Complete Genome	29442	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas tolaasii;t__
Pseudomonas aeruginosa CHA	1227568	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	287	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__
