virus_name	refseq_id	virus_taxid	virus_lineage	evidence	host_name	host_taxid	host_lineage	host_rank
Klebsiella phage SH-Kp 152410	NC_047908	2066504	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus SHKp152410;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Shelby	NC_049846	2580405	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Shelby;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Sin4	NC_049847	2580406	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Sin4;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Skenny	NC_049841	2580407	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Skenny;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Soft	NC_048805	2601626	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Yonseivirus;s__Klebsiella virus Soft;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage SopranoGao	NC_054966	2026944	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lastavirus;s__Klebsiella virus SopranoGao;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST13-OXA48phi12.1	NC_049453	2510464	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felsduovirus;s__Klebsiella virus ST13OXA48phi12-1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST147-VIM1phi7.1	NC_049451	2510480	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Vimunumvirus;s__Klebsiella virus ST147VIM1phi7-1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST15-OXA48phi14.1	NC_049454	2510455	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felsduovirus;s__Klebsiella virus ST15OXA48phi14-1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST16-OXA48phi5.4	NC_049450	2510483	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Reipivirus;s__Klebsiella virus ST16OXA48phi5-4;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST437-OXA245phi4.1	NC_049448	2510486	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felsduovirus;s__Klebsiella virus ST437OXA245phi4-1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST437-OXA245phi4.2	NC_049449	2510487	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felsduovirus;s__Klebsiella virus ST437OXA245phi4-2;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ST512-KPC3phi13.2	NC_049452	2510470	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felsduovirus;s__Klebsiella virus ST512KPC3phi13-2;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Sugarland	NC_042093	2053603	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Sugarlandvirus;s__Klebsiella virus Sugarland;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Sushi	NC_028774	1675609	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Sushi;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage Sweeny	NC_049839	2580408	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Sweeny;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage TAH8	NC_048042	2301690	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus TAH8;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage TSK1	NC_048126	2301532	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus TSK1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KleM_RaK2	NC_019526	1147094	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Alcyoneusvirus;s__Klebsiella virus RaK2;t__	RefSeq	Klebsiella sp.	576	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp.;t__	species
Klebsiella phage vB_Kp1	NC_028688	1701804	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus Kp1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_BIS47	NC_048656	1907784	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mydovirus;s__Klebsiella virus BIS47;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_KB57	NC_028659	1719140	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mydovirus;s__Klebsiella virus KB57;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_KpS110	NC_047932	2079262	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Taipeivirus;s__Klebsiella virus KpS110;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_KpV477	NC_031087	1852625	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Jiaodavirus;s__Klebsiella phage vB_KpnM_KpV477;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_KpV52	NC_041900	1912321	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Jedunavirus;s__Klebsiella virus KpV80;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnM_KpV79	NC_042041	2041212	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Jedunavirus;s__Klebsiella virus KpV52;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_BIS33	NC_047781	1907782	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus BIS33;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_IL33	NC_047782	1907783	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus IL33;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_IME321	NC_048014	2268396	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus IME321;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV289	NC_028977	1671396	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus KpV289;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV48	NC_047783	1912319	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Drulisvirus;s__Klebsiella virus KpV48;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV74	NC_047811	1933773	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Drulisvirus;s__Klebsiella virus KpV74;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV763	NC_047771	1882400	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus KpV763;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV766	NC_047773	1897431	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus KpV766;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_KpV767	NC_047772	1897430	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus KpV767;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_P184	NC_055919	2806547	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__;s__Klebsiella phage vB_KpnP_P184;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_PRA33	NC_047780	1907781	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus PRA33;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_SU503	NC_028816	1610834	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Drulisvirus;s__Klebsiella virus SU503;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnP_SU552A	NC_028870	1610835	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Drulisvirus;s__Klebsiella virus SU552A;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_15-38_KLPPOU149	NC_049842	2686209	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus KLPPOU149;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_Alina	NC_049837	2591370	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Alina;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_Call	NC_049836	2591371	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Call;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_Domnhall	NC_049835	2591369	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus Domnhall;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_FZ10	NC_049840	2530029	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus FZ10;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_IME279	NC_047862	2041211	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Sortsnevirus;s__Klebsiella virus IME279;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_IMGroot	NC_049834	2591375	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus IMGroot;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_KpV522	NC_047784	1912320	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus KpV522;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_SegesCirculi	NC_049833	2591374	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Webervirus;s__Klebsiella virus SegesCirculi;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_KpnS_ZX4	NC_054654	2820395	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Klebsiella phage vB_KpnS_ZX4;t__	Literature, NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_Kpn_F48	NC_048694	2070028	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Marfavirus;s__Klebsiella virus F48;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage vB_Kpn_IME260	NC_041899	1912318	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Sugarlandvirus;s__Klebsiella virus IME260;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage YMC16/01/N133_KPN_BP	NC_052975	2026102	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Klebsiella phage YMC16/01/N133_KPN_BP;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage YX3973	NC_054652	2500166	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Klebsiella phage YX3973;t__	Literature, NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella phage ZCKP1	NC_047994	2201417	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Phapecoctavirus;s__Klebsiella virus ZCKP1;t__	RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella virus 0507KN21	NC_022343	2169687	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Taipeivirus;s__Klebsiella virus 0507KN21;t__	Literature	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella virus KP32	NC_047968, NC_047969, NC_047970, NC_047971	1985726	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Przondovirus;s__Klebsiella virus KP32;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella virus KpS8	NC_048873	2723896	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mydovirus;s__Klebsiella virus KpS8;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella virus KpV2811	NC_054653	2759464	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Klebsiella virus KpV2811;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Klebsiella virus UPM 2146	NC_049472	2656521	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Taipeivirus;s__Klebsiella virus UPM 2146;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Kluyvera phage Kvp1	NC_011534	47049	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Berlinvirus;s__Kluyvera virus Kvp1;t__	RefSeq	Kluyvera cryocrescens	580	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera cryocrescens;t__	species
Lactobacillus phage 3-521	NC_048753	2510943	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Herelleviridae;g__Watanabevirus;s__Lactobacillus virus 3-521;t__	RefSeq	Levilactobacillus brevis	1580	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis;t__	species
