viral_acc	virus_name	report_host	corrected_name	find_name	gcfs	new_gcf	assembly_category	assembly_level	tax_ranks
JN561150	Mycobacterium phage TiroTheta9	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN600672	Mycobacterium phage Fezzik	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN618996	Mycobacterium phage Arbiter	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN638752	Mycobacterium phage Murdoc	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN638753	Mycobacterium phage Morgushi	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN698990	Mycobacterium phage IsaacEli	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN698991	Mycobacterium phage Hedgerow	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699002	Mycobacterium phage Avrafan	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699004	Mycobacterium phage Ares	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699009	Mycobacterium phage ThreeOh3D2	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699010	Mycobacterium phage TallGrassMM	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699013	Mycobacterium phage Pio	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699014	Mycobacterium phage Nova	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699018	Mycobacterium phage Kamiyu	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN699625	Mycobacterium phage Wally	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JQ809701	Mycobacterium phage Flux	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JQ896627	Mycobacterium phage ICleared	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JQ911768	Mycobacterium phage Ava3	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX042578	Mycobacteriophage ElTiger69	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX307703	Mycobacterium phage Sabertooth	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX507079	Acidithiobacillus phage AcaML1	Acidithiobacillus caldus ATCC 51756	Acidithiobacillus caldus ATCC 51756	Acidithiobacillus caldus ATCC 51756	['GCF_000175575.2']	GCF_000175575.2	Unreference	Complete Genome	strain
JX649096	Mycobacterium phage Serpentine	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX649097	Mycobacterium phage Piglet	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX649098	Mycobacterium phage Nacho	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX649099	Mycobacterium phage Gyarad	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JX649100	Mycobacterium phage Alex	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC237308	Enterobacteria phage ID204 Moscow/ID	Escherichia coli C	Escherichia coli C	Escherichia coli C	['GCF_002079225.1']	GCF_002079225.1	Unreference	Complete Genome	strain
KC348603	Streptococcus phage phiD12	Streptococcus suis D12	Streptococcus suis D12	Streptococcus suis D12	['GCF_000231905.1']	GCF_000231905.1	Unreference	Complete Genome	strain
KC413987	Streptococcus phage phiSS12	Streptococcus suis SS12	Streptococcus suis SS12	Streptococcus suis SS12	['GCF_000231865.1']	GCF_000231865.1	Unreference	Complete Genome	strain
KC413988	Streptococcus phage phiST1	Streptococcus suis ST1	Streptococcus suis ST1	Streptococcus suis ST1	['GCF_000231925.1']	GCF_000231925.1	Unreference	Complete Genome	strain
KC661271	Mycobacterium phage Dhanush	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC661272	Mycobacterium phage Methuselah	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC661274	Mycobacterium phage SDcharge11	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC661276	Mycobacterium phage Winky	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC691254	Mycobacterium phage Breezona	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KC821629	Cellulophaga phage phi38:2	Cellulophaga baltica NN016038	Cellulophaga baltica NN016038	Cellulophaga baltica NN016038	['GCF_000477035.2']	GCF_000477035.2	Unreference	Complete Genome	strain
KF005318	Alteromonas phage vB_AmaP_AD45-P3	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	GCF_000300175.1	Unreference	Complete Genome	strain
KF005319	Alteromonas phage vB_AmaP_AD45-P4	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	GCF_000300175.1	Unreference	Complete Genome	strain
KF005320	Alteromonas phage vB_AmaP_AD45-P2	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	GCF_000300175.1	Unreference	Complete Genome	strain
KF017927	Mycobacterium phage Odin	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF024733	Mycobacterium phage Medusa	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF024734	Mycobacterium phage Shrimp	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF156339	Synechococcus phage S-MbCM25	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
KF188414	Mycobacterium phage ABCat	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF279413	Mycobacterium phage Bane2	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF279416	Mycobacterium phage SargentShorty9	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF493883	Mycobacterium phage Mosby	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KF751795	Campylobacter phage CJIE4-3	Campylobacter jejuni subsp. jejuni 00-2425	Campylobacter jejuni subsp. jejuni 00-2425	Campylobacter jejuni subsp. jejuni 00-2425	['GCF_000468915.2', 'GCF_000468915.1']	GCF_000468915.2	Unreference	Complete Genome	strain
KF841476	Mycobacterium phage Melvin	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ194583	Mycobacterium phage Numberten	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ538722	Mycobacterium phage HH92	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ538723	Mycobacterium phage KingVeVeVe	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ567041	Mycobacterium phage Zapner	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ567044	Mycobacterium phage EmpTee	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ567045	Mycobacterium phage Emerson	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ595575	Mycobacterium phage Willis	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ829260	Mycobacterium phage YungJamal	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM233455	Mycobacterium phage Farber	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM347890	Mycobacterium phage Vivaldi	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM363597	Mycobacterium phage Zonia	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM408320	Mycobacterium phage Lasso	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM463009	Mycobacterium phage Power	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM591905	Mycobacterium phage RonRayGun	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM592966	Mycobacterium phage QuinnKiro	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KM923970	Mycobacterium phage Gomashi	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP017310	Mycobacterium phage Phoxy	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP017311	Mycobacterium phage Spike509	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027195	Mycobacterium phage Cosmo	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027197	Mycobacterium phage FluffyNinja	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027198	Mycobacterium phage Gadost	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027203	Mycobacterium phage Treddle	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027204	Mycobacterium phage Thor	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027207	Mycobacterium phage Chandler	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027208	Mycobacterium phage Pipsqueak	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP027209	Mycobacterium phage Sigman	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KP209285	Staphylococcus phage phiNM4-gamma4	Staphylococcus aureus subsp. aureus str. Newman	Staphylococcus aureus subsp. aureus str. Newman	Staphylococcus aureus subsp. aureus str. Newman	['GCF_002310435.1', 'GCF_000010465.1']	GCF_002310435.1	Unreference	Complete Genome	strain
NC_004584	Streptococcus phage 315.1	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004585	Streptococcus phage 315.2	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004586	Streptococcus phage 315.3	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004587	Streptococcus phage 315.4	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004588	Streptococcus phage 315.5	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004589	Streptococcus phage 315.6	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	strain
NC_004740	Staphylococcus phage phiN315	Staphylococcus aureus subsp. aureus N315	Staphylococcus aureus subsp. aureus N315	Staphylococcus aureus subsp. aureus N315	['GCF_000009645.1']	GCF_000009645.1	Unreference	Complete Genome	strain
